Год,Метка_норм,Административный ответчик,Рассмотрено дел,Удовлетворено,Доля удовлетворенных,Отказано,Доля отказов,Прекращено,Судебные приказы,Доля приказов,Взысканная сумма (тыс. руб.),Средняя сумма взыскания (тыс. руб.)
2016,Гражданин Российской Федерации,Гражданин Российской Федерации,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Гражданин Российской Федерации,Гражданин Российской Федерации,1543995,1503792,97.0,40203,2.0,15873,1387397,89.0,19505127,13
2016,Иностранный гражданин,Иностранный гражданин,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Иностранный гражданин,Иностранный гражданин,6022,5704,94.0,318,5.0,178,1444,24.0,126036,22
2016,Лица без гражданства,Лица без гражданства,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Лица без гражданства,Лица без гражданства,604,470,77.0,134,22.0,9,51,8.0,574,1
2016,Орган государственной власти,Орган государственной власти,60351,30179,50.0,30172,50.0,14476,2467,4.0,97955,3
2017,Орган государственной власти,Орган государственной власти,82154,44537,54.0,37617,45.0,18809,6511,7.0,204428,5
2016,Иной государственный орган,Иной государственный орган,86301,82626,95.0,3675,4.0,1887,79375,92.0,862282,10
2017,Иной государственный орган,Иной государственный орган,14445,9345,64.0,5100,35.0,2505,4654,32.0,73316,8
2016,Орган местного самоуправления,Орган местного самоуправления,28124,22192,78.0,5932,21.0,6357,0,0.0,4999,0
2017,Орган местного самоуправления,Орган местного самоуправления,33983,25921,76.0,8062,23.0,5969,0,0.0,61905,2
2016,Избирательная комиссия,Избирательная комиссия,1611,348,21.0,1263,78.0,469,0,0.0,0,0
2017,Избирательная комиссия,Избирательная комиссия,1066,270,25.0,796,74.0,179,0,0.0,20,0
2016,Комиссия референдума,Комиссия референдума,9,6,66.0,3,33.0,0,0,0.0,0,0
2017,Комиссия референдума,Комиссия референдума,7,0,0.0,7,100.0,2,0,0.0,0,0
2016,"Иной орган/организация, наделенные отдельными государственными или иными публичными полномочиями","Иной орган/организация, наделенные отдельными государственными или иными публичными полномочиями",22639,10465,46.0,12174,53.0,6905,12,0.0,50836,5
2017,"Иной орган/организация, наделенные отдельными государственными или иными публичными полномочиями","Иной орган/организация, наделенные отдельными государственными или иными публичными полномочиями",15002,7199,48.0,7803,52.0,4125,607,4.0,16967,2
2016,"Объединения и организации, не обладающие государственными или иными публичными полномочиями в спорных правоотношениях","Объединения и организации, не обладающие государственными или иными публичными полномочиями в спорных правоотношениях",0,0,0.0,0,0.0,0,0,0.0,0,0
2017,"Объединения и организации, не обладающие государственными или иными публичными полномочиями в спорных правоотношениях","Объединения и организации, не обладающие государственными или иными публичными полномочиями в спорных правоотношениях",12807,9403,73.0,3404,26.0,2228,622,4.0,24416,3
2016,Должностное лицо,Должностное лицо,13429,9264,69.0,4165,31.0,2176,6874,51.0,80662,9
2017,Должностное лицо,Должностное лицо,11007,5817,52.0,5190,47.0,2648,2946,26.0,46252,8
2016,Государственный служащий,Государственный служащий,1990,1145,57.0,845,42.0,572,696,35.0,7393,6
2017,Государственный служащий,Государственный служащий,1484,540,36.0,944,63.0,829,2,0.0,478,1
2016,Муниципальный служащий,Муниципальный служащий,2438,2404,98.0,34,1.0,43,2220,91.0,22675,9
2017,Муниципальный служащий,Муниципальный служащий,171,138,80.0,33,19.0,24,111,64.0,1672,12
2016,Президент России,Президент России,2,0,0.0,2,100.0,1,0,0.0,0,0
2017,Президент России,Президент России,7,0,0.0,7,100.0,0,0,0.0,0,0
2016,Совет Федерации,Совет Федерации,3,1,33.0,2,66.0,0,0,0.0,40,40
2017,Совет Федерации,Совет Федерации,0,0,0.0,0,0.0,0,0,0.0,0,0
2016,Государственная Дума,Государственная Дума,5,2,40.0,3,60.0,0,0,0.0,0,0
2017,Государственная Дума,Государственная Дума,3,1,33.0,2,66.0,0,0,0.0,0,0
2016,Правительство РФ,Правительство РФ,112,65,58.0,47,42.0,11,0,0.0,98,2
2017,Правительство РФ,Правительство РФ,98,19,19.0,79,80.0,5,0,0.0,79,4
2016,Правительственная комиссия по контролю за осуществлением иностранных инвестиций в РФ,Правительственная комиссия по контролю за осуществлением иностранных инвестиций в РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Правительственная комиссия по контролю за осуществлением иностранных инвестиций в РФ,Правительственная комиссия по контролю за осуществлением иностранных инвестиций в РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2016,"Министерство внутренних дел РФ, включая главное управление по вопросам миграции и главное управление по контролю за оборотом наркотиков","Министерство внутренних дел РФ, включая главное управление по вопросам миграции и главное управление по контролю за оборотом наркотиков",4591,1850,40.0,2741,59.0,747,0,0.0,2226,1
2017,"Министерство внутренних дел РФ, включая главное управление по вопросам миграции и главное управление по контролю за оборотом наркотиков","Министерство внутренних дел РФ, включая главное управление по вопросам миграции и главное управление по контролю за оборотом наркотиков",7812,2787,35.0,5025,64.0,1430,0,0.0,8785,3
2016,Министерство здравоохранения РФ,Министерство здравоохранения РФ,57,22,38.0,35,61.0,27,0,0.0,0,0
2017,Министерство здравоохранения РФ,Министерство здравоохранения РФ,90,32,35.0,58,64.0,31,0,0.0,4411,138
2016,Министерство иностранных дел РФ,Министерство иностранных дел РФ,12,4,33.0,8,66.0,2,0,0.0,0,0
2017,Министерство иностранных дел РФ,Министерство иностранных дел РФ,11,3,27.0,8,72.0,3,0,0.0,0,0
2016,Министерство культуры РФ,Министерство культуры РФ,43,39,90.0,4,9.0,3,0,0.0,0,0
2017,Министерство культуры РФ,Министерство культуры РФ,24,8,33.0,16,66.0,5,0,0.0,0,0
2016,Министерство обороны РФ,Министерство обороны РФ,2839,1354,47.0,1485,52.0,603,0,0.0,19099,14
2017,Министерство обороны РФ,Министерство обороны РФ,3622,1512,41.0,2110,58.0,837,0,0.0,920,1
2016,Министерство образования и науки РФ,Министерство образования и науки РФ,45,26,57.0,19,42.0,13,0,0.0,0,0
2017,Министерство образования и науки РФ,Министерство образования и науки РФ,77,42,54.0,35,45.0,15,0,0.0,0,0
2016,Министерство природных ресурсов и экологии РФ,Министерство природных ресурсов и экологии РФ,110,79,71.0,31,28.0,17,0,0.0,23,0
2017,Министерство природных ресурсов и экологии РФ,Министерство природных ресурсов и экологии РФ,238,174,73.0,64,26.0,31,0,0.0,153,1
2016,Министерство промышленности и торговли РФ,Министерство промышленности и торговли РФ,14,6,42.0,8,57.0,3,0,0.0,0,0
2017,Министерство промышленности и торговли РФ,Министерство промышленности и торговли РФ,33,16,48.0,17,51.0,4,0,0.0,0,0
2016,"Министерство РФ по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий","Министерство РФ по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий",220,114,51.0,106,48.0,49,0,0.0,14,0
2017,"Министерство РФ по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий","Министерство РФ по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий",194,75,38.0,119,61.0,52,0,0.0,58,1
2016,Министерство РФ по развитию Дальнего Востока,Министерство РФ по развитию Дальнего Востока,1,0,0.0,1,100.0,0,0,0.0,0,0
2017,Министерство РФ по развитию Дальнего Востока,Министерство РФ по развитию Дальнего Востока,1,1,100.0,0,0.0,0,0,0.0,0,0
2016,Министерство связи и массовых коммуникаций РФ,Министерство связи и массовых коммуникаций РФ,83,81,97.0,2,2.0,3,0,0.0,0,0
2017,Министерство связи и массовых коммуникаций РФ,Министерство связи и массовых коммуникаций РФ,99,97,98.0,2,2.0,24,0,0.0,0,0
2016,Министерство РФ по делам Северного Кавказа,Министерство РФ по делам Северного Кавказа,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Министерство РФ по делам Северного Кавказа,Министерство РФ по делам Северного Кавказа,1,1,100.0,0,0.0,0,0,0.0,0,0
2016,Министерство сельского хозяйства РФ,Министерство сельского хозяйства РФ,41,29,70.0,12,29.0,8,0,0.0,0,0
2017,Министерство сельского хозяйства РФ,Министерство сельского хозяйства РФ,102,81,79.0,21,20.0,5,0,0.0,0,0
2016,Министерство спорта РФ,Министерство спорта РФ,7,1,14.0,6,85.0,1,0,0.0,0,0
2017,Министерство спорта РФ,Министерство спорта РФ,7,0,0.0,7,100.0,1,0,0.0,0,0
2016,Министерство строительства и жилищно-коммунального хозяйства РФ,Министерство строительства и жилищно-коммунального хозяйства РФ,120,59,49.0,61,50.0,30,0,0.0,3,0
2017,Министерство строительства и жилищно-коммунального хозяйства РФ,Министерство строительства и жилищно-коммунального хозяйства РФ,269,178,66.0,91,33.0,57,0,0.0,1910,11
2016,Счетная палата РФ,Счетная палата РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Счетная палата РФ,Счетная палата РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2016,Министерство транспорта РФ,Министерство транспорта РФ,31,17,54.0,14,45.0,5,0,0.0,0,0
2017,Министерство транспорта РФ,Министерство транспорта РФ,61,44,72.0,17,27.0,6,0,0.0,101,2
2016,Министерство труда и социальной защиты РФ,Министерство труда и социальной защиты РФ,178,78,43.0,100,56.0,82,0,0.0,85,1
2017,Министерство труда и социальной защиты РФ,Министерство труда и социальной защиты РФ,318,156,49.0,162,50.0,88,0,0.0,12600,81
2016,Министерство финансов РФ,Министерство финансов РФ,498,295,59.0,203,40.0,47,0,0.0,13608,46
2017,Министерство финансов РФ,Министерство финансов РФ,398,174,43.0,224,56.0,46,0,0.0,10004,57
2016,Министерство экономического развития РФ,Министерство экономического развития РФ,451,375,83.0,76,16.0,39,0,0.0,5,0
2017,Министерство экономического развития РФ,Министерство экономического развития РФ,483,441,91.0,42,8.0,18,0,0.0,0,0
2016,Министерство энергетики РФ,Министерство энергетики РФ,5,1,20.0,4,80.0,1,0,0.0,0,0
2017,Министерство энергетики РФ,Министерство энергетики РФ,8,2,25.0,6,75.0,1,0,0.0,0,0
2016,Министерство юстиции РФ,Министерство юстиции РФ,516,130,25.0,386,74.0,104,0,0.0,15,0
2017,Министерство юстиции РФ,Министерство юстиции РФ,673,124,18.0,549,81.0,93,0,0.0,548,4
2016,Государственная фельдъегерская служба РФ,Государственная фельдъегерская служба РФ,13,6,46.0,7,53.0,9,0,0.0,0,0
2017,Государственная фельдъегерская служба РФ,Государственная фельдъегерская служба РФ,21,7,33.0,14,66.0,4,0,0.0,0,0
2016,Служба внешней разведки РФ,Служба внешней разведки РФ,2,1,50.0,1,50.0,0,0,0.0,0,0
2017,Служба внешней разведки РФ,Служба внешней разведки РФ,2,0,0.0,2,100.0,0,0,0.0,0,0
2016,Федеральная антимонопольная служба,Федеральная антимонопольная служба,27,4,14.0,23,85.0,14,0,0.0,0,0
2017,Федеральная антимонопольная служба,Федеральная антимонопольная служба,33,5,15.0,28,84.0,13,0,0.0,7,1
2016,Федеральная налоговая служба,Федеральная налоговая служба,1738,1087,62.0,651,37.0,173,742,42.0,9064,8
2017,Федеральная налоговая служба,Федеральная налоговая служба,10144,8992,88.0,1152,11.0,406,8102,79.0,100491,11
2016,Федеральная служба безопасности РФ,Федеральная служба безопасности РФ,180,35,19.0,145,80.0,32,0,0.0,1,0
2017,Федеральная служба безопасности РФ,Федеральная служба безопасности РФ,218,34,15.0,184,84.0,41,0,0.0,0,0
2016,"Федеральная служба государственной регистрации, кадастра и картографии","Федеральная служба государственной регистрации, кадастра и картографии",3892,2216,56.0,1676,43.0,908,0,0.0,1420,1
2017,"Федеральная служба государственной регистрации, кадастра и картографии","Федеральная служба государственной регистрации, кадастра и картографии",5806,3506,60.0,2300,39.0,997,0,0.0,263,0
2016,Федеральная служба государственной статистики,Федеральная служба государственной статистики,11,6,54.0,5,45.0,2,0,0.0,0,0
2017,Федеральная служба государственной статистики,Федеральная служба государственной статистики,6,2,33.0,4,66.0,1,0,0.0,0,0
2016,"Федеральная служба по экологическому, технологическому и атомному надзору","Федеральная служба по экологическому, технологическому и атомному надзору",0,0,0.0,0,0.0,0,0,0.0,0,0
2017,"Федеральная служба по экологическому, технологическому и атомному надзору","Федеральная служба по экологическому, технологическому и атомному надзору",45,31,68.0,14,31.0,9,0,0.0,0,0
2016,Федеральная служба войск национальной гвардии РФ,Федеральная служба войск национальной гвардии РФ,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Федеральная служба войск национальной гвардии РФ,Федеральная служба войск национальной гвардии РФ,275,105,38.0,170,61.0,54,0,0.0,2827,27
2016,Федеральная служба исполнения наказаний,Федеральная служба исполнения наказаний,622,137,22.0,485,78.0,122,0,0.0,34,0
2017,Федеральная служба исполнения наказаний,Федеральная служба исполнения наказаний,936,166,17.0,770,82.0,169,0,0.0,3,0
2016,Федеральная служба охраны РФ,Федеральная служба охраны РФ,131,7,5.0,124,94.0,10,0,0.0,0,0
2017,Федеральная служба охраны РФ,Федеральная служба охраны РФ,41,6,14.0,35,85.0,10,0,0.0,0,0
2016,Федеральная служба по аккредитации,Федеральная служба по аккредитации,1,0,0.0,1,100.0,0,0,0.0,0,0
2017,Федеральная служба по аккредитации,Федеральная служба по аккредитации,1,1,100.0,0,0.0,0,0,0.0,0,0
2016,Федеральная служба по ветеринарному и фитосанитарному надзору,Федеральная служба по ветеринарному и фитосанитарному надзору,18,8,44.0,10,55.0,10,0,0.0,2,0
2017,Федеральная служба по ветеринарному и фитосанитарному надзору,Федеральная служба по ветеринарному и фитосанитарному надзору,48,26,54.0,22,45.0,12,0,0.0,0,0
2016,Федеральная служба по военно-техническому сотрудничеству,Федеральная служба по военно-техническому сотрудничеству,14,9,64.0,5,35.0,7,0,0.0,0,0
2017,Федеральная служба по военно-техническому сотрудничеству,Федеральная служба по военно-техническому сотрудничеству,11,3,27.0,8,72.0,6,0,0.0,0,0
2016,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,1,0,0.0,1,100.0,0,0,0.0,0,0
2017,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,7,6,85.0,1,14.0,1,0,0.0,0,0
2016,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,4,4,100.0,0,0.0,1,0,0.0,0,0
2017,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,2,1,50.0,1,50.0,4,0,0.0,0,0
2016,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,205,99,48.0,106,51.0,31,0,0.0,43,0
2017,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,299,155,51.0,144,48.0,48,0,0.0,7,0
2016,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,16,2,12.0,14,87.0,4,0,0.0,0,0
2017,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,24,13,54.0,11,45.0,4,0,0.0,0,0
2016,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,9,4,44.0,5,55.0,2,0,0.0,0,0
2017,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,10,5,50.0,5,50.0,1,0,0.0,0,0
2016,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,175,94,53.0,81,46.0,24,0,0.0,8,0
2017,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,214,122,57.0,92,43.0,30,0,0.0,40,0
2016,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",644,626,97.0,18,2.0,60,0,0.0,0,0
2017,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",3327,3284,98.0,43,1.0,287,0,0.0,2,0
2016,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,17,9,52.0,8,47.0,7,0,0.0,0,0
2017,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,55,40,72.0,15,27.0,13,0,0.0,0,0
2016,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,5,1,20.0,4,80.0,1,0,0.0,88,88
2017,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,6,0,0.0,6,100.0,2,0,0.0,0,0
2016,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,110,59,53.0,51,46.0,26,0,0.0,4,0
2017,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,333,189,56.0,144,43.0,52,0,0.0,6,0
2016,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,3,3,100.0,0,0.0,0,0,0.0,0,0
2017,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,1,1,100.0,0,0.0,0,0,0.0,0,0
2016,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,5,1,20.0,4,80.0,1,0,0.0,0,0
2017,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,0,0,0.0,0,0.0,2,0,0.0,0,0
2016,Управление делами Президента РФ,Управление делами Президента РФ,20,9,45.0,11,55.0,6,0,0.0,0,0
2017,Управление делами Президента РФ,Управление делами Президента РФ,1,0,0.0,1,100.0,0,0,0.0,0,0
2016,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,12,9,75.0,3,25.0,4,0,0.0,0,0
2017,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,2,1,50.0,1,50.0,1,0,0.0,0,0
2016,Федеральная таможенная служба,Федеральная таможенная служба,134,21,15.0,113,84.0,20,0,0.0,31,1
2017,Федеральная таможенная служба,Федеральная таможенная служба,103,25,24.0,78,75.0,24,0,0.0,0,0
2016,Федеральное казначейство,Федеральное казначейство,28,14,50.0,14,50.0,7,0,0.0,1142,82
2017,Федеральное казначейство,Федеральное казначейство,45,11,24.0,34,75.0,16,0,0.0,262,24
2016,Федеральная служба судебных приставов,Федеральная служба судебных приставов,20185,6792,33.0,13393,66.0,8424,0,0.0,9036,1
2017,Федеральная служба судебных приставов,Федеральная служба судебных приставов,27808,9798,35.0,18010,64.0,11650,0,0.0,4847,0
2016,Банк России,Банк России,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Банк России,Банк России,1,0,0.0,1,100.0,1,0,0.0,0,0
2016,Центральная избирательная комиссия,Центральная избирательная комиссия,0,0,0.0,0,0.0,0,0,0.0,0,0
2017,Центральная избирательная комиссия,Центральная избирательная комиссия,9,1,11.0,8,88.0,0,0,0.0,0,0
2016,Иные ведомства,Иные ведомства,496,156,31.0,340,68.0,95,1,0.0,41,0
2017,Иные ведомства,Иные ведомства,1716,868,50.0,848,49.0,281,401,23.0,7517,9
2016,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,242,130,53.0,112,46.0,56,0,0.0,27,0
2017,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,217,106,48.0,111,51.0,49,0,0.0,0,0
2016,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,4826,4502,93.0,324,6.0,219,0,0.0,9957,2
2017,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,6311,5747,91.0,564,8.0,316,0,0.0,2735,0
2016,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,3425,2019,58.0,1406,41.0,685,0,0.0,178,0
2017,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,5346,3854,72.0,1492,27.0,751,0,0.0,882,0
2016,Федеральная миграционная служба (ФМС),Федеральная миграционная служба (ФМС),3745,1699,45.0,2046,54.0,311,0,0.0,91,0
2023,Гражданин Российской Федерации,Гражданин Российской Федерации,1572505,1418028,90.0,154477,10.0,10812,1208380,77.0,62007844,44
2019,Гражданин Российской Федерации,Гражданин Российской Федерации,4896440,4833146,98.0,63294,1.0,12892,4645660,94.0,851585094,176
2024,Гражданин Российской Федерации,Гражданин Российской Федерации,4212719,4133713,98.0,79006,1.0,7109,3937717,93.0,192292787,46
2018,Гражданин Российской Федерации,Гражданин Российской Федерации,1614597,1570236,97.3,44361,2.7,8120,1404822,87.0,24175538,15
2020,Гражданин Российской Федерации,Гражданин Российской Федерации,6557158,6424904,98.0,132254,2.0,19536,6205574,94.0,84362830,13
2022,Гражданин Российской Федерации,Гражданин Российской Федерации,4778122,4626230,96.0,151892,3.0,19635,4415020,92.0,173561265,37
2021,Гражданин Российской Федерации,Гражданин Российской Федерации,3975949,3886133,97.0,89816,2.0,22344,3659847,92.0,87822097,23
2023,Иностранный гражданин,Иностранный гражданин,10726,9610,90.0,1116,10.0,28804,3435,32.0,209413,22
2019,Иностранный гражданин,Иностранный гражданин,10343,9545,92.0,798,7.0,30574,4093,39.0,392746,41
2024,Иностранный гражданин,Иностранный гражданин,19250,18367,95.0,883,4.0,20346,12897,66.0,805916,43
2018,Иностранный гражданин,Иностранный гражданин,8298,7736,93.2,562,6.8,22123,1744,21.0,99759,13
2020,Иностранный гражданин,Иностранный гражданин,12974,11852,91.0,1122,8.0,37911,5567,42.0,205256,17
2022,Иностранный гражданин,Иностранный гражданин,17125,16030,93.0,1095,6.0,29519,9796,57.0,336217,20
2021,Иностранный гражданин,Иностранный гражданин,11679,10758,92.0,921,7.0,34458,4460,38.0,219721,20
2023,Лица без гражданства,Лица без гражданства,429,350,82.0,79,18.0,347,46,11.0,1120,3
2019,Лица без гражданства,Лица без гражданства,3654,3381,92.0,273,7.0,307,2856,78.0,37869,11
2024,Лица без гражданства,Лица без гражданства,445,395,88.0,50,11.0,275,183,41.0,4860,12
2018,Лица без гражданства,Лица без гражданства,842,619,73.5,223,26.5,282,63,7.5,900,1
2020,Лица без гражданства,Лица без гражданства,7194,6962,96.0,232,3.0,285,6509,90.0,43704,6
2022,Лица без гражданства,Лица без гражданства,697,591,84.0,106,15.0,319,86,12.0,2005,3
2021,Лица без гражданства,Лица без гражданства,3523,3266,92.0,257,7.0,283,2073,58.0,1189,0
