Год,Метка_норм,Административный ответчик,Рассмотрено дел,Удовлетворено,Доля удовлетворенных,Отказано,Доля отказов,Прекращено,Судебные приказы,Доля приказов,Взысканная сумма (тыс. руб.),Средняя сумма взыскания (тыс. руб.)
2021,Федеральная служба по военно-техническому сотрудничеству,Федеральная служба по военно-техническому сотрудничеству,26,5,19.0,21,80.0,37,0,0.0,0,0
2023,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,6,2,33.0,4,67.0,3,0,0.0,0,0
2019,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,9,6,66.0,3,33.0,2,0,0.0,0,0
2024,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,13,10,76.0,3,23.0,3,0,0.0,0,0
2018,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,3,2,66.7,1,33.3,3,0,0.0,0,0
2020,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,5,2,40.0,3,60.0,7,0,0.0,0,0
2022,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,4,3,75.0,1,25.0,12,0,0.0,0,0
2021,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,9,8,88.0,1,11.0,5,0,0.0,0,0
2023,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,7,4,57.0,3,43.0,1,0,0.0,0,0
2019,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,2,0,0.0,2,100.0,0,0,0.0,0,0
2024,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,1,0,0.0,1,100.0,0,0,0.0,0,0
2018,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,4,3,75.0,1,25.0,0,0,0.0,0,0
2020,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,3,1,33.0,2,66.0,0,0,0.0,0,0
2022,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,7,7,100.0,0,0.0,0,0,0.0,0,0
2021,Федеральная служба по интеллектуальной собственности,Федеральная служба по интеллектуальной собственности,4,1,25.0,3,75.0,0,0,0.0,0,0
2023,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,203,104,51.0,99,49.0,0,0,0.0,0,0
2019,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,315,194,61.0,121,38.0,1,0,0.0,0,0
2024,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,224,89,39.0,135,60.0,0,0,0.0,0,0
2018,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,429,280,65.3,149,34.7,1,0,0.0,4,0
2020,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,503,334,66.0,169,33.0,1,0,0.0,33,0
2022,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,290,141,48.0,149,51.0,2,0,0.0,0,0
2021,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека,496,343,69.0,153,30.0,0,0,0.0,37,0
2023,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,77,60,78.0,17,22.0,21,0,0.0,0,0
2019,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,31,12,38.0,19,61.0,66,0,0.0,0,0
2024,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,30,15,50.0,15,50.0,31,0,0.0,10,0
2018,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,33,9,27.3,24,72.7,54,0,0.0,0,0
2020,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,28,13,46.0,15,53.0,49,0,0.0,0,0
2022,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,71,59,83.0,12,16.0,49,0,0.0,25,0
2021,Федеральная служба по надзору в сфере здравоохранения,Федеральная служба по надзору в сфере здравоохранения,38,11,28.0,27,71.0,49,0,0.0,0,0
2023,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,37,29,78.0,8,22.0,4,0,0.0,0,0
2019,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,7,4,57.0,3,42.0,5,0,0.0,0,0
2024,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,32,25,78.0,7,21.0,6,0,0.0,0,0
2018,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,7,2,28.6,5,71.4,5,0,0.0,0,0
2020,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,28,22,78.0,6,21.0,3,0,0.0,0,0
2022,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,87,80,91.0,7,8.0,4,0,0.0,0,0
2021,Федеральная служба по надзору в сфере образования и науки,Федеральная служба по надзору в сфере образования и науки,30,23,76.0,7,23.0,3,0,0.0,0,0
2023,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,274,234,85.0,40,15.0,4,0,0.0,0,0
2019,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,107,57,53.0,50,46.0,4,0,0.0,0,0
2024,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,788,736,93.0,52,6.0,4,0,0.0,0,0
2018,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,126,73,57.9,53,42.1,1,0,0.0,308,4
2020,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,117,81,69.0,36,30.0,0,0,0.0,0,0
2022,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,135,86,63.0,49,36.0,14,0,0.0,0,0
2021,Федеральная служба по надзору в сфере природопользования,Федеральная служба по надзору в сфере природопользования,181,146,80.0,35,19.0,22,0,0.0,8,0
2023,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",5639,5550,98.0,89,2.0,80,0,0.0,636,0
2019,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",36193,36007,99.0,186,0.0,14,0,0.0,603,0
2024,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",2885,2835,98.0,50,1.0,114,0,0.0,2,0
2018,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",19809,19706,99.5,103,0.5,23,0,0.0,0,0
2020,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",27082,26987,99.0,95,0.0,17,0,0.0,0,0
2022,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",16186,16101,99.0,85,0.0,42,0,0.0,79,0
2021,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",24935,24849,99.0,86,0.0,36,0,0.0,0,0
2023,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,22,13,59.0,9,41.0,596,0,0.0,0,0
2019,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,34,18,52.0,16,47.0,5128,0,0.0,0,0
2024,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,45,34,75.0,11,24.0,204,0,0.0,0,0
2018,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,43,21,48.8,22,51.2,2037,0,0.0,0,0
2020,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,45,24,53.0,21,46.0,5727,0,0.0,0,0
2022,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,47,35,74.0,12,25.0,3589,0,0.0,23,0
2021,Федеральная служба по надзору в сфере транспорта,Федеральная служба по надзору в сфере транспорта,42,29,69.0,13,31.0,5604,0,0.0,0,0
2023,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,4,1,25.0,3,75.0,8,0,0.0,0,0
2019,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,11,7,63.0,4,36.0,12,0,0.0,0,0
2024,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,8,3,37.0,5,62.0,11,0,0.0,0,0
2018,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,7,5,71.4,2,28.6,8,0,0.0,0,0
2020,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,13,9,69.0,4,30.0,6,0,0.0,0,0
2022,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,4,1,25.0,3,75.0,7,0,0.0,0,0
2021,Федеральная служба по техническому и экспортному контролю,Федеральная служба по техническому и экспортному контролю,2,2,100.0,0,0.0,16,0,0.0,0,0
2023,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,159,44,28.0,115,72.0,2,0,0.0,4,0
2019,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,443,236,53.0,207,46.0,0,0,0.0,14,0
2024,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,179,36,20.0,143,79.0,1,0,0.0,2,0
2018,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,446,220,49.3,226,50.7,0,0,0.0,291,1
2020,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,408,175,42.0,233,57.0,2,0,0.0,8,0
2022,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,256,95,37.0,161,62.0,1,0,0.0,10,0
2021,Федеральная служба по труду и занятости,Федеральная служба по труду и занятости,399,183,45.0,216,54.0,0,0,0.0,8,0
2023,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,0,0,0.0,0,0.0,15,0,0.0,0,0
2019,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,3,2,66.0,1,33.0,46,0,0.0,0,0
2024,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,1,1,100.0,0,0.0,16,0,0.0,0,0
2018,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,0,0,0.0,0,0.0,45,0,0.0,0,0
2020,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,2,2,100.0,0,0.0,36,0,0.0,0,0
2022,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,6,6,100.0,0,0.0,18,0,0.0,0,0
2021,Федеральная служба по регулированию алкогольного рынка,Федеральная служба по регулированию алкогольного рынка,1,0,0.0,1,100.0,55,0,0.0,0,0
2023,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,204,112,55.0,92,45.0,0,0,0.0,12,0
2019,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,20,17,85.0,3,15.0,0,0,0.0,0,0
2024,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,17,8,47.0,9,52.0,15,0,0.0,0,0
2018,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,4,2,50.0,2,50.0,1,0,0.0,0,0
2020,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,1,0,0.0,1,100.0,0,0,0.0,0,0
2022,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,30,14,46.0,16,53.0,0,0,0.0,0,0
2021,Уполномоченные при Президенте РФ по правам,Уполномоченные при Президенте РФ по правам,1,0,0.0,1,100.0,0,0,0.0,0,0
2023,Управление делами Президента РФ,Управление делами Президента РФ,4,3,75.0,1,25.0,41,0,0.0,0,0
2019,Управление делами Президента РФ,Управление делами Президента РФ,3,0,0.0,3,100.0,9,0,0.0,0,0
2024,Управление делами Президента РФ,Управление делами Президента РФ,3,2,66.0,1,33.0,6,0,0.0,0,0
2018,Управление делами Президента РФ,Управление делами Президента РФ,2,0,0.0,2,100.0,1,0,0.0,0,0
2020,Управление делами Президента РФ,Управление делами Президента РФ,4,1,25.0,3,75.0,1,0,0.0,0,0
2022,Управление делами Президента РФ,Управление делами Президента РФ,2,2,100.0,0,0.0,12,0,0.0,0,0
2021,Управление делами Президента РФ,Управление делами Президента РФ,3,1,33.0,2,66.0,0,0,0.0,0,0
2023,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,12,4,33.0,8,67.0,0,0,0.0,49,12
2019,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,5,3,60.0,2,40.0,0,0,0.0,0,0
2024,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,12,8,66.0,4,33.0,2,0,0.0,0,0
2018,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,5,1,20.0,4,80.0,1,0,0.0,0,0
2020,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,12,7,58.0,5,41.0,0,0,0.0,30,4
2022,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,9,1,11.0,8,88.0,0,0,0.0,15,15
2021,Федеральная служба по финансовому мониторингу,Федеральная служба по финансовому мониторингу,7,6,85.0,1,14.0,0,0,0.0,0,0
2023,Федеральная таможенная служба,Федеральная таможенная служба,162,42,26.0,120,74.0,1,0,0.0,1,0
2019,Федеральная таможенная служба,Федеральная таможенная служба,110,28,25.0,82,74.0,1,0,0.0,2932,104
2024,Федеральная таможенная служба,Федеральная таможенная служба,411,98,23.0,313,76.0,3,0,0.0,2911,29
2018,Федеральная таможенная служба,Федеральная таможенная служба,97,27,27.8,70,72.2,1,0,0.0,1,0
2020,Федеральная таможенная служба,Федеральная таможенная служба,93,28,30.0,65,69.0,0,0,0.0,4220,151
2022,Федеральная таможенная служба,Федеральная таможенная служба,153,40,26.0,113,73.0,3,0,0.0,6123,153
2021,Федеральная таможенная служба,Федеральная таможенная служба,108,21,19.0,87,80.0,0,0,0.0,20,1
2023,Федеральное казначейство,Федеральное казначейство,157,53,34.0,104,66.0,29,0,0.0,589,11
2019,Федеральное казначейство,Федеральное казначейство,33,17,51.0,16,48.0,19,0,0.0,197,11
2024,Федеральное казначейство,Федеральное казначейство,99,36,36.0,63,63.0,53,0,0.0,347,9
2018,Федеральное казначейство,Федеральное казначейство,60,13,21.7,47,78.3,24,0,0.0,357,27
2020,Федеральное казначейство,Федеральное казначейство,45,14,31.0,31,68.0,15,0,0.0,506,36
2022,Федеральное казначейство,Федеральное казначейство,136,47,34.0,89,65.0,59,0,0.0,937,19
2021,Федеральное казначейство,Федеральное казначейство,67,26,38.0,41,61.0,15,0,0.0,397,15
2023,Федеральная служба судебных приставов,Федеральная служба судебных приставов,154991,53818,35.0,101173,65.0,15,0,0.0,12167,0
2019,Федеральная служба судебных приставов,Федеральная служба судебных приставов,39859,13030,32.0,26829,67.0,10,0,0.0,2512,0
2024,Федеральная служба судебных приставов,Федеральная служба судебных приставов,190521,67860,35.0,122661,64.0,14,0,0.0,7282,0
2018,Федеральная служба судебных приставов,Федеральная служба судебных приставов,32816,11218,34.2,21598,65.8,8,0,0.0,1330,0
2020,Федеральная служба судебных приставов,Федеральная служба судебных приставов,53919,17731,32.0,36188,67.0,4,0,0.0,3672,0
2022,Федеральная служба судебных приставов,Федеральная служба судебных приставов,127941,39203,30.0,88738,69.0,13,0,0.0,9778,0
2021,Федеральная служба судебных приставов,Федеральная служба судебных приставов,122943,26922,21.0,96021,78.0,3,0,0.0,10349,0
2023,Банк России,Банк России,3,0,0.0,3,100.0,55612,0,0.0,0,0
2019,Банк России,Банк России,7,5,71.0,2,28.0,18938,0,0.0,0,0
2024,Банк России,Банк России,9,1,11.0,8,88.0,62807,0,0.0,0,0
2018,Банк России,Банк России,4,2,50.0,2,50.0,15221,0,0.0,0,0
2020,Банк России,Банк России,8,3,37.0,5,62.0,23376,0,0.0,0,0
2022,Банк России,Банк России,5,1,20.0,4,80.0,36186,0,0.0,0,0
2021,Банк России,Банк России,6,2,33.0,4,66.0,34137,0,0.0,0,0
2023,Центральная избирательная комиссия,Центральная избирательная комиссия,1,0,0.0,1,100.0,0,0,0.0,0,0
2019,Центральная избирательная комиссия,Центральная избирательная комиссия,1,1,100.0,0,0.0,1,0,0.0,0,0
2024,Центральная избирательная комиссия,Центральная избирательная комиссия,1,0,0.0,1,100.0,0,0,0.0,0,0
2018,Центральная избирательная комиссия,Центральная избирательная комиссия,4,0,0.0,4,100.0,3,0,0.0,0,0
2020,Центральная избирательная комиссия,Центральная избирательная комиссия,6,2,33.0,4,66.0,1,0,0.0,0,0
2022,Центральная избирательная комиссия,Центральная избирательная комиссия,12,0,0.0,12,100.0,5,0,0.0,0,0
2021,Центральная избирательная комиссия,Центральная избирательная комиссия,3,0,0.0,3,100.0,0,0,0.0,0,0
2023,Иные ведомства,Иные ведомства,2527,1363,54.0,1164,46.0,0,0,0.0,913741,670
2019,Иные ведомства,Иные ведомства,1937,1113,57.0,824,42.0,0,0,0.0,2967,2
2024,Иные ведомства,Иные ведомства,2951,1543,52.0,1408,47.0,1,0,0.0,8052,5
2018,Иные ведомства,Иные ведомства,1506,761,50.5,745,49.5,0,0,0.0,420,1
2020,Иные ведомства,Иные ведомства,2405,1680,69.0,725,30.0,4,0,0.0,72,0
2022,Иные ведомства,Иные ведомства,3650,2432,66.0,1218,33.0,1,0,0.0,11136035,4578
2021,Иные ведомства,Иные ведомства,3933,2935,74.0,998,25.0,0,0,0.0,327,0
2023,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,179,64,36.0,115,64.0,346,0,0.0,0,0
2019,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,195,87,44.0,108,55.0,262,0,0.0,0,0
2024,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,184,65,35.0,119,64.0,502,0,0.0,10,0
2018,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,216,103,47.7,113,52.3,308,0,0.0,22,0
2020,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,245,119,48.0,126,51.0,265,0,0.0,0,0
2022,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,277,144,51.0,133,48.0,436,0,0.0,64,0
2021,Законодательный (представительный) орган власти субъекта Федерации,Законодательный (представительный) орган власти субъекта Федерации,266,150,56.0,116,43.0,378,0,0.0,0,0
2023,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,2809,1996,71.0,813,29.0,41,0,0.0,25713,13
2019,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,10918,10361,94.0,557,5.0,45,0,0.0,9768,0
2024,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,2073,1257,60.0,816,39.0,24,0,0.0,3903,3
2018,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,8625,8091,93.8,534,6.2,45,0,0.0,5550,1
2020,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,9313,8822,94.0,491,5.0,45,0,0.0,5010,1
2022,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,5213,4743,90.0,470,9.0,64,0,0.0,1292410,272
2021,Высший исполнительный орган власти субъекта Федерации,Высший исполнительный орган власти субъекта Федерации,8294,7866,94.0,428,5.0,47,0,0.0,5079,1
2023,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,16302,13328,82.0,2974,18.0,236,0,0.0,113452,9
2019,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,7654,6123,80.0,1531,20.0,263,0,0.0,8575,1
2024,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,17878,14614,81.0,3264,18.0,243,0,0.0,86582,5
2018,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,6497,5216,80.3,1281,19.7,321,0,0.0,3484,1
2020,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,11641,9927,85.0,1714,14.0,292,0,0.0,24062,2
2022,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,14786,12358,83.0,2428,16.0,256,0,0.0,167322,13
2021,Иной орган государственной власти субъекта Федерации,Иной орган государственной власти субъекта Федерации,14270,11867,83.0,2403,16.0,359,0,0.0,55109,5
